fixture_id,market,our_prob,won,date,league_id,league_name,diff_absent_goal_share,diff_absent_minutes_share,diff_keeper_absent,diff_n_regular_absences,home_n_absent_total,away_n_absent_total
1388586,btts,0.5337001375515819,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),0.16666666666666666,0.24224974891195178,0,0,6,2
1388586,ou25,0.5182186234817815,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),0.16666666666666666,0.24224974891195178,0,0,6,2
1388586,ou15,0.784,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),0.16666666666666666,0.24224974891195178,0,0,6,2
1388583,h2h,0.5838485083092325,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),,,0,0,5,7
1388583,btts,0.6153846153846154,1,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),,,0,0,5,7
1388583,ou25,0.5182186234817815,1,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),,,0,0,5,7
1388583,ou15,0.784,1,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),,,0,0,5,7
1388578,h2h,0.45353942876359554,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),-0.043478260869565216,-0.12998096995559658,-1,0,0,4
1388578,btts,0.5948717948717949,1,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),-0.043478260869565216,-0.12998096995559658,-1,0,0,4
1388578,ou25,0.5165165165165165,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),-0.043478260869565216,-0.12998096995559658,-1,0,0,4
1388578,ou15,0.7330508474576272,1,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),-0.043478260869565216,-0.12998096995559658,-1,0,0,4
1388582,h2h,0.43935577188295444,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),0.05263157894736842,0.048050191599669397,0,0,5,3
1388582,btts,0.5337001375515819,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),0.05263157894736842,0.048050191599669397,0,0,5,3
1388582,ou25,0.5165165165165165,0,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),0.05263157894736842,0.048050191599669397,0,0,5,3
1388582,ou15,0.7330508474576272,1,2026-04-25 13:30:00.000000,78,Bundesliga (Germany),0.05263157894736842,0.048050191599669397,0,0,5,3
1381139,h2h,0.3960243211005107,0,2026-04-23 16:45:00.000000,88,Eredivisie (Netherlands),,,0,0,3,1
1381139,btts,0.5337001375515819,0,2026-04-23 16:45:00.000000,88,Eredivisie (Netherlands),,,0,0,3,1
1381139,ou25,0.5165165165165165,0,2026-04-23 16:45:00.000000,88,Eredivisie (Netherlands),,,0,0,3,1
1381139,ou15,0.7330508474576272,0,2026-04-23 16:45:00.000000,88,Eredivisie (Netherlands),,,0,0,3,1
1381143,h2h,0.8659591902389927,1,2026-04-23 19:00:00.000000,88,Eredivisie (Netherlands),,,0,0,7,8
1381143,btts,0.5337001375515819,1,2026-04-23 19:00:00.000000,88,Eredivisie (Netherlands),,,0,0,7,8
1381143,ou25,0.5722222222222224,1,2026-04-23 19:00:00.000000,88,Eredivisie (Netherlands),,,0,0,7,8
1381143,ou15,0.8235294117647058,1,2026-04-23 19:00:00.000000,88,Eredivisie (Netherlands),,,0,0,7,8
1381138,h2h,0.41229954941226915,1,2026-04-25 14:30:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,10,3
1381138,btts,0.5948717948717949,1,2026-04-25 14:30:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,10,3
1381138,ou25,0.5182186234817815,1,2026-04-25 14:30:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,10,3
1381138,ou15,0.8226950354609929,1,2026-04-25 14:30:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,10,3
1381140,h2h,0.4507702211432407,1,2026-04-25 16:45:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,3,8
1381140,btts,0.5337001375515819,1,2026-04-25 16:45:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,3,8
1381140,ou25,0.5165165165165165,1,2026-04-25 16:45:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,3,8
1381140,ou15,0.7330508474576272,1,2026-04-25 16:45:00.000000,88,Eredivisie (Netherlands),,0.0,0,0,3,8
1381142,h2h,0.4340192858945231,1,2026-04-25 18:00:00.000000,88,Eredivisie (Netherlands),0.0,0.0,0,0,1,5
1381142,btts,0.5337001375515819,0,2026-04-25 18:00:00.000000,88,Eredivisie (Netherlands),0.0,0.0,0,0,1,5
1381142,ou25,0.5722222222222224,0,2026-04-25 18:00:00.000000,88,Eredivisie (Netherlands),0.0,0.0,0,0,1,5
1381142,ou15,0.7330508474576272,1,2026-04-25 18:00:00.000000,88,Eredivisie (Netherlands),0.0,0.0,0,0,1,5
1381145,h2h,0.5090229959451663,0,2026-04-25 19:00:00.000000,88,Eredivisie (Netherlands),0.011538461538461539,-0.04681790804505723,0,0,1,3
1381145,btts,0.5337001375515819,1,2026-04-25 19:00:00.000000,88,Eredivisie (Netherlands),0.011538461538461539,-0.04681790804505723,0,0,1,3
1381145,ou25,0.5165165165165165,0,2026-04-25 19:00:00.000000,88,Eredivisie (Netherlands),0.011538461538461539,-0.04681790804505723,0,0,1,3
1381145,ou15,0.7330508474576272,1,2026-04-25 19:00:00.000000,88,Eredivisie (Netherlands),0.011538461538461539,-0.04681790804505723,0,0,1,3
1391139,h2h,0.649876311418851,1,2026-04-21 17:00:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391139,btts,0.5337001375515819,0,2026-04-21 17:00:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391139,ou25,0.5182186234817815,0,2026-04-21 17:00:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391139,ou15,0.784,0,2026-04-21 17:00:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391144,h2h,0.5524506734734598,0,2026-04-21 17:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,7
1391144,btts,0.5337001375515819,1,2026-04-21 17:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,7
1391144,ou25,0.5165165165165165,0,2026-04-21 17:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,7
1391144,ou15,0.7330508474576272,1,2026-04-21 17:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,7
1391146,h2h,0.7275069102431851,1,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,3,3
1391146,btts,0.5948717948717949,1,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,3,3
1391146,ou25,0.5722222222222224,1,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,3,3
1391146,ou15,0.8226950354609929,1,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,3,3
1391142,h2h,0.5245227967432844,0,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,4
1391142,btts,0.5337001375515819,1,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,4
1391142,ou25,0.5165165165165165,1,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,4
1391142,ou15,0.7330508474576272,1,2026-04-21 19:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,4
1391147,h2h,0.5340718846174,0,2026-04-22 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,4
1391147,btts,0.5337001375515819,0,2026-04-22 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,4
1391147,ou25,0.5182186234817815,1,2026-04-22 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,4
1391147,ou15,0.7330508474576272,0,2026-04-22 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,5,4
1391140,h2h,0.843558445389577,1,2026-04-22 19:30:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391140,btts,0.5948717948717949,0,2026-04-22 19:30:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391140,ou25,0.5722222222222224,0,2026-04-22 19:30:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391140,ou15,0.8226950354609929,0,2026-04-22 19:30:00.000000,140,La Liga (Spain),0.0,0.0,0,0,3,3
1391145,h2h,0.5551274438774935,1,2026-04-23 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,6,2
1391145,btts,0.5337001375515819,0,2026-04-23 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,6,2
1391145,ou25,0.5165165165165165,0,2026-04-23 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,6,2
1391145,ou15,0.7330508474576272,0,2026-04-23 18:00:00.000000,140,La Liga (Spain),,0.0,0,0,6,2
1391131,h2h,0.5810336492915711,0,2026-04-24 19:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,5
1391131,btts,0.5948717948717949,1,2026-04-24 19:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,5
1391131,ou25,0.5165165165165165,0,2026-04-24 19:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,5
1391131,ou15,0.784,1,2026-04-24 19:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,5
1391129,h2h,0.4533365575521141,1,2026-04-25 12:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,6
1391129,btts,0.5337001375515819,1,2026-04-25 12:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,6
1391129,ou25,0.5182186234817815,1,2026-04-25 12:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,6
1391129,ou15,0.7330508474576272,1,2026-04-25 12:00:00.000000,140,La Liga (Spain),,0.0,0,0,2,6
1391133,h2h,0.3594987943522141,0,2026-04-25 14:15:00.000000,140,La Liga (Spain),,0.0,0,0,3,5
1391133,btts,0.5337001375515819,0,2026-04-25 14:15:00.000000,140,La Liga (Spain),,0.0,0,0,3,5
1391133,ou25,0.5722222222222224,0,2026-04-25 14:15:00.000000,140,La Liga (Spain),,0.0,0,0,3,5
1391133,ou15,0.8226950354609929,1,2026-04-25 14:15:00.000000,140,La Liga (Spain),,0.0,0,0,3,5
1391137,h2h,0.3960532157438661,1,2026-04-25 16:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,6
1391137,btts,0.5337001375515819,1,2026-04-25 16:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,6
1391137,ou25,0.5165165165165165,1,2026-04-25 16:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,6
1391137,ou15,0.7330508474576272,1,2026-04-25 16:30:00.000000,140,La Liga (Spain),,0.0,0,0,6,6
1391130,h2h,0.8509048764359639,1,2026-04-25 19:00:00.000000,140,La Liga (Spain),,,0,0,4,3
1391130,btts,0.5948717948717949,0,2026-04-25 19:00:00.000000,140,La Liga (Spain),,,0,0,4,3
1391130,ou25,0.5182186234817815,1,2026-04-25 19:00:00.000000,140,La Liga (Spain),,,0,0,4,3
1391130,ou15,0.7051282051282052,1,2026-04-25 19:00:00.000000,140,La Liga (Spain),,,0,0,4,3
1378187,h2h,0.6566098238654691,0,2026-04-20 18:45:00.000000,135,Serie A (Italy),-0.09090909090909091,0.06828323323029065,0,0,5,4
